crop,farm_area,soil_type,irrigation,season,region,rainfall,temperature,soil_ph,soil_moisture,seed_cost,fertilizer_cost,pesticide_cost,labour_cost,irrigation_cost,machinery_cost,other_cost,previous_yield,farming_experience,yield_per_acre,expected_market_price,total_cost,total_yield,revenue,profit,profit_per_acre
Rice,2.34,Red,Yes,Kharif,North,928.8,23.8,6.0,61.7,1501.02,3197.46,2312.09,5523.1,2709.42,2296.67,1672.12,14.11,7,24.72,1795.2,44955.7992,57.84479999999999,103842.98495999999,58887.185759999986,25165.463999999996
Potato,10.91,Sandy,Yes,Rabi,East,199.3,19.6,5.17,40.2,1984.89,2802.64,1932.91,4711.44,2686.99,2484.71,1249.35,77.12,2,66.3,1219.63,194775.46629999997,723.333,882198.62679,687423.16049,63008.539000000004
Tomato,14.76,Loamy,Yes,Kharif,North-East,422.2,24.7,7.11,48.5,1764.55,4253.8,2072.12,3308.46,3296.21,2154.11,354.95,60.48,8,93.25,1737.2,253933.992,1376.37,2391029.9639999997,2137095.9719999996,144789.69999999998
Rice,1.64,Sandy,Yes,Kharif,West,734.7,25.8,5.56,52.8,1789.89,4077.96,2137.13,4214.84,1215.66,1619.9,1220.58,13.17,13,20.06,1922.75,26692.574399999998,32.898399999999995,63255.39859999999,36562.824199999995,22294.405
Potato,13.39,Loamy,Yes,Zaid,West,466.7,16.0,4.55,48.3,1148.4,3987.54,1606.72,3071.24,3061.65,2049.53,1072.94,68.86,8,91.87,1410.15,214213.48780000003,1230.1393,1734680.9338950003,1520467.4460950003,113552.46050000002
Tomato,10.87,Laterite,No,Rabi,West,275.7,14.1,5.79,28.3,750.14,2582.78,1532.22,4947.45,176.3,1829.08,1119.06,88.06,14,47.07,1606.45,140625.51609999998,511.6509,821941.588305,681316.072205,62678.571500000005
Sugarcane,19.39,Sandy,Yes,Zaid,South,1639.0,33.9,7.31,57.0,2351.0,4200.76,1613.14,3933.59,3161.57,2592.8,1438.92,303.95,5,303.36,336.03,374067.6142,5882.1504,1976578.998912,1602511.3847120001,82646.28080000001
Maize,6.21,Alluvial,Yes,Rabi,West,886.8,21.0,4.51,26.7,1114.88,3104.01,1973.26,3994.28,2435.35,2110.22,1479.43,15.96,1,23.84,2163.75,100672.9803,148.0464,320335.398,219662.4177,35372.369999999995
Maize,3.31,Laterite,No,Kharif,Central,342.9,25.6,6.27,5.0,1583.08,4158.33,2374.3,4930.96,262.8,1344.85,1246.21,22.25,8,16.54,1986.43,52630.7543,54.7474,108751.877782,56121.123481999995,16955.0222
Potato,11.14,Red,No,Kharif,North,602.2,24.6,6.28,5.0,2272.72,3897.51,1618.58,4091.18,25.51,2302.37,914.08,51.42,0,47.25,1263.8,168458.523,526.365,665220.0869999999,496761.56399999995,44592.59999999999
Cotton,12.41,Red,Yes,Zaid,West,506.5,35.0,7.23,41.4,582.63,4150.16,1660.19,4256.19,2042.41,1702.69,714.36,6.18,18,6.47,6656.65,187498.09829999998,80.2927,534480.4014549999,346982.303155,27959.8955
Groundnut,9.33,Alluvial,Yes,Kharif,East,805.7,14.1,5.66,42.0,1051.59,3579.27,2503.38,5341.2,3023.27,2475.59,1253.36,10.88,1,7.26,6429.47,179394.0678,67.7358,435505.294026,256111.22622600003,27450.292200000004
Groundnut,7.36,Sandy,Yes,Zaid,North,459.9,27.0,4.55,52.1,1493.25,3801.18,1994.41,3815.86,2959.02,2179.96,1213.52,8.4,0,12.73,5269.48,128484.99200000001,93.6928,493712.335744,365227.34374399995,49623.28039999999
Cotton,2.0,Clay,No,Rabi,North,908.1,36.5,8.25,39.9,1271.69,4158.16,2289.18,4798.98,1808.54,1682.3,1441.25,7.12,9,4.43,5790.72,34900.2,8.86,51305.7792,16405.5792,8202.7896
Wheat,6.85,Alluvial,Yes,Rabi,North,692.6,14.5,7.02,47.8,2045.43,3535.19,1457.31,5282.66,2166.69,1619.75,1442.93,17.1,0,19.03,2362.47,120217.22599999998,130.3555,307960.958085,187743.73208500003,27407.844100000006
Potato,10.31,Sandy,No,Kharif,West,586.9,16.1,5.59,27.4,1502.9,3212.27,1990.22,4088.4,768.9,1910.35,753.28,59.63,2,66.22,1482.93,146673.35920000004,682.7282,1012438.1296260001,865764.770426,83973.3046
Sugarcane,10.46,Laterite,Yes,Kharif,North,1922.7,26.8,5.84,46.5,3068.3,3448.1,1068.25,4822.14,2346.78,2697.79,998.61,241.27,18,328.81,368.4,192986.68620000003,3439.3526,1267057.49784,1074070.81164,102683.63399999999
Cotton,10.4,Black,Yes,Zaid,West,454.7,33.5,6.48,63.1,1828.1,4833.73,2646.54,3015.6,3149.49,2291.28,738.9,5.42,12,7.47,7166.47,192437.856,77.688,556748.7213600001,364310.86536000005,35029.890900000006
Sugarcane,0.58,Loamy,Yes,Kharif,South,2099.0,10.3,8.1,60.2,2723.24,2955.24,1804.6,5321.04,3002.55,2894.7,907.05,230.28,6,211.41,376.61,11372.883599999997,122.61779999999999,46179.089658,34806.206057999996,60010.700099999995
Potato,11.51,Sandy,Yes,Rabi,South,440.3,17.3,4.62,52.2,1719.16,4021.11,1637.14,3801.73,1695.34,3081.56,760.72,74.25,12,88.89,1420.83,192409.9076,1023.1238999999999,1453685.1308369997,1261275.2232369997,109580.81869999997
Wheat,3.2,Sandy,No,Zaid,East,508.7,26.1,6.19,53.0,1209.63,3816.98,1672.81,4752.06,1256.8,1901.43,1401.92,15.2,10,12.53,2210.47,51237.216,40.096000000000004,88631.00512,37393.78912,11685.5591
Maize,1.68,Loamy,Yes,Zaid,North,514.4,32.2,5.01,60.1,703.05,3708.0,2363.04,5745.3,1939.58,2541.45,1045.61,18.81,1,18.04,2208.85,30317.330399999995,30.307199999999998,66944.05871999999,36626.728319999995,21801.623999999996
Potato,4.62,Red,Yes,Rabi,South,625.4,19.5,5.24,39.7,1466.18,3696.94,2599.9,5304.71,1919.15,1689.48,982.1,72.49,8,89.91,1089.84,81582.0852,415.3842,452702.316528,371120.23132799997,80329.0544
Maize,14.94,Loamy,Yes,Kharif,East,606.2,29.1,5.47,50.5,2006.02,3106.9,1884.23,3434.43,2421.22,1278.14,1178.36,25.22,5,26.44,2097.12,228720.94199999998,395.0136,828390.920832,599669.9788319999,40138.5528
Tomato,0.87,Clay,No,Kharif,North,477.6,20.8,5.76,22.8,2020.89,5063.63,1387.12,6056.43,685.96,2365.73,217.27,88.57,1,62.9,1429.39,15483.416099999999,54.723,78220.50897000001,62737.09287000001,72111.60100000001
Rice,18.77,Sandy,Yes,Rabi,North,1428.2,23.9,7.25,36.5,1716.38,2543.92,1708.17,4361.76,2452.64,1629.31,809.11,21.28,17,18.56,1958.84,285703.61329999997,348.3712,682403.441408,396699.828108,21134.7804
Wheat,12.25,Sandy,No,Kharif,West,645.8,34.7,7.67,40.1,2281.59,3212.9,2272.11,3142.52,871.87,2248.45,1115.54,17.67,6,9.3,2182.37,185526.00500000003,113.92500000000001,248626.50225000002,63100.497249999986,5151.060999999999
Tomato,13.3,Sandy,Yes,Kharif,Central,395.0,24.1,6.15,57.0,1179.22,4364.17,872.64,4877.03,2938.81,1703.11,1043.31,69.21,8,81.88,1692.56,225811.257,1089.004,1843204.6102399998,1617393.3532399999,121608.52279999998
Cotton,2.66,Clay,Yes,Zaid,North,934.7,25.8,7.35,28.6,908.89,3793.9,2061.43,2235.61,2064.59,1353.46,560.73,5.56,0,7.11,7695.81,34523.102600000006,18.9126,145547.776206,111024.673606,41738.5991
Cotton,11.2,Red,Yes,Rabi,West,737.3,32.3,5.19,23.1,1315.46,2774.78,1699.63,2006.95,2163.4,1511.13,919.07,5.43,8,5.58,6963.25,138772.704,62.495999999999995,435175.27199999994,296402.56799999997,26464.515
Cotton,17.11,Laterite,Yes,Rabi,North-East,768.4,29.3,7.57,51.9,1935.23,3627.52,1993.21,6077.43,2527.74,1514.46,1087.01,3.79,11,8.34,7932.56,321028.08599999995,142.6974,1131955.687344,810927.6013440001,47394.95040000001
Maize,19.17,Loamy,No,Rabi,North-East,593.1,22.4,5.42,35.1,1051.56,2861.5,2487.13,3658.32,0.0,3114.92,652.05,18.31,5,22.67,1906.13,265034.45160000003,434.5839000000001,828373.4093070002,563338.9577070002,29386.48710000001
Potato,8.04,Loamy,Yes,Zaid,South,741.2,21.7,5.26,44.6,1802.14,3470.25,1538.07,4458.56,1715.12,2608.74,1149.83,55.8,10,67.07,1322.35,134611.38839999997,539.2427999999999,713067.7165799998,578456.3281799998,71947.30449999998
Wheat,10.86,Sandy,Yes,Rabi,West,604.4,16.9,5.76,28.8,1471.92,3978.81,1411.04,4078.31,2050.44,1629.36,979.02,16.38,2,13.94,2549.93,169404.054,151.3884,386029.82281199994,216625.76881199994,19947.124199999995
Tomato,15.76,Clay,Yes,Rabi,West,454.8,22.7,6.9,35.4,1469.64,2991.45,1674.31,5044.93,1907.45,2812.31,598.24,66.46,14,92.65,1298.26,260013.68080000003,1460.164,1895672.51464,1635658.83384,103785.459
Tomato,7.72,Red,No,Zaid,North-East,524.8,21.6,4.95,18.3,1619.15,4320.76,2178.65,4295.7,205.32,2523.54,823.68,63.16,14,67.67,1332.17,123263.696,522.4124,695942.1269080001,572678.4309080001,74181.14390000001
Tomato,19.43,Black,No,Zaid,North,561.6,15.4,7.24,23.0,1567.92,3196.83,1513.83,3489.46,847.37,3155.51,705.66,65.02,2,50.77,1570.31,281279.94940000004,986.4611000000001,1549049.729941,1267769.780541,65248.0587
Tomato,13.96,Red,Yes,Kharif,South,253.5,14.8,6.81,29.7,1632.4,3818.99,1493.53,3901.71,2496.42,1995.33,1561.11,72.09,6,62.31,1553.0,235916.8804,869.8476,1350873.3228000002,1114956.4424000003,79867.94000000002
Groundnut,13.65,Laterite,Yes,Zaid,West,582.2,26.3,6.49,38.5,1012.97,4307.2,1099.36,5756.72,1502.03,2606.42,844.82,9.05,15,11.41,5978.84,233817.948,155.7465,931183.40406,697365.45606,51089.0444
Sugarcane,10.4,Laterite,No,Rabi,East,1764.7,35.8,6.88,18.7,2221.82,2705.79,1695.59,4300.05,315.58,2059.44,778.06,343.74,6,203.1,358.94,146393.832,2112.2400000000002,758167.4256000001,611773.5936,58824.384
Tomato,16.52,Alluvial,Yes,Zaid,West,348.3,20.7,7.36,52.7,1483.03,3859.37,1990.67,4728.15,1808.97,2223.14,435.85,88.6,1,72.57,1587.77,273062.0535999999,1198.8564,1903508.226228,1630446.172628,98695.2889
Tomato,6.08,Alluvial,No,Kharif,East,876.6,22.9,6.04,27.8,2149.92,3640.43,1992.31,4699.81,538.4,1882.55,402.86,79.5,12,67.7,1488.27,93062.1824,411.61600000000004,612595.74432,519533.56192000007,85449.59900000002
Tomato,8.79,Alluvial,No,Kharif,Central,250.7,17.8,5.56,18.1,1650.32,1872.38,2987.44,2467.37,0.0,2338.04,997.73,81.85,11,61.95,1473.87,108233.73119999998,544.5405,802581.9067349999,694348.1755349999,78992.9665
Cotton,6.79,Sandy,Yes,Kharif,West,667.2,28.6,8.03,66.6,1333.82,2743.75,1393.18,5180.49,3069.43,2438.69,1084.04,6.14,10,7.71,7632.79,117082.68600000002,52.3509,399583.426011,282500.74001099996,41605.410899999995
Tomato,5.34,Sandy,No,Kharif,Central,278.6,27.8,6.33,15.3,1114.97,3033.38,1805.35,5346.85,931.15,3570.32,1258.44,85.03,1,54.07,1730.52,91102.85639999999,288.7338,499659.61557599995,408556.75917599996,76508.7564
Maize,6.62,Loamy,Yes,Kharif,North,1101.6,27.2,6.91,37.5,1337.9,2198.25,1419.45,4592.27,2453.81,1281.83,1360.74,20.43,11,25.57,1750.83,96944.935,169.2734,296368.94692200003,199424.01192200003,30124.473100000003
Wheat,2.73,Alluvial,Yes,Kharif,West,1080.5,22.6,6.58,23.9,1472.72,3276.72,1754.14,4315.79,2699.53,1607.11,391.4,11.09,5,13.13,2742.55,42362.5293,35.8449,98306.43049500001,55943.901195000006,20492.271500000003
Cotton,10.98,Red,Yes,Rabi,North-East,1105.3,27.6,4.91,49.5,1825.66,5135.02,1742.43,3861.18,2270.26,1629.42,1288.45,6.68,12,5.36,7285.78,194921.57160000002,58.85280000000001,428788.5531840001,233866.98158400005,21299.360800000002
Groundnut,7.52,Clay,Yes,Rabi,Central,896.6,28.1,5.71,38.6,1188.16,5130.15,1662.4,3668.57,2194.41,2916.72,1128.21,11.85,1,8.44,5881.46,134522.42239999998,63.468799999999995,373289.20844799996,238766.78604799998,31750.9024
Tomato,12.3,Laterite,Yes,Zaid,North,209.7,31.6,7.48,44.7,2544.32,4988.6,835.01,2980.02,3027.97,1334.83,675.38,84.83,11,45.54,1601.0,201549.39900000003,560.142,896787.3420000001,695237.943,56523.409999999996
Tomato,15.34,Red,Yes,Rabi,West,475.2,21.6,6.51,39.8,1528.68,3954.74,1042.73,5322.37,2067.79,3466.62,1362.61,77.45,0,91.99,1724.11,287556.5836,1411.1265999999998,2432937.4823259995,2145380.8987259995,139855.33889999997
Sugarcane,6.99,Black,Yes,Zaid,North-East,1185.6,25.9,6.56,56.1,2895.18,3051.22,1819.87,5154.03,1929.04,1919.3,994.45,261.62,5,407.45,359.95,124163.9991,2848.0755,1025164.7762249999,901000.7771249999,128898.53749999998
Rice,3.55,Loamy,Yes,Rabi,North-East,1388.7,27.6,5.83,45.2,2312.01,4017.94,1961.55,3766.71,2773.48,2021.79,835.94,19.33,11,24.48,2110.11,62797.44099999999,86.904,183376.99944,120579.55844000002,33966.07280000001
Potato,4.23,Loamy,Yes,Rabi,North,359.8,8.2,5.7,32.0,1468.56,3839.06,1882.92,4512.71,3212.71,2014.41,1513.64,79.74,10,74.45,1234.36,78018.1623,314.92350000000005,388728.97146000003,310710.80916000006,73454.092
Maize,8.54,Red,No,Zaid,North-East,799.0,23.9,6.94,31.7,739.5,2171.32,1865.48,3019.28,0.0,2086.57,991.35,19.12,8,20.98,2141.14,92859.68999999999,179.1692,383626.340888,290766.650888,34047.6172
Wheat,3.69,Laterite,No,Kharif,South,750.9,24.2,7.48,28.8,1583.19,2047.01,1391.75,5472.38,0.0,1857.5,1627.49,10.52,15,11.77,2275.52,51583.6908,43.4313,98828.791776,47245.100976,12803.5504
Tomato,2.42,Sandy,Yes,Zaid,North-East,909.1,18.3,5.88,60.5,1044.25,4037.46,2194.37,5476.64,2437.24,1894.12,644.58,75.93,14,65.81,1619.15,42903.357200000006,159.2602,257866.15283,214962.79563,88827.6015
Sugarcane,10.57,Sandy,Yes,Rabi,West,1916.7,33.4,5.77,43.7,1595.54,4001.9,2440.08,2877.57,2324.4,2474.26,874.93,367.45,13,281.21,379.27,175342.3476,2972.3896999999997,1127338.241519,951995.8939189999,90065.83669999999
Groundnut,13.78,Sandy,Yes,Zaid,North-East,773.3,25.1,6.5,57.0,1394.86,2181.27,2497.86,4868.8,1242.53,1932.16,1676.52,7.23,7,11.85,5765.94,217641.32,163.29299999999998,941537.6404199998,723896.3204199998,52532.38899999999
Maize,19.44,Loamy,Yes,Kharif,East,651.1,32.6,4.63,45.3,670.0,4478.62,1910.54,5299.38,2309.79,1928.5,1442.38,19.71,10,21.89,1860.39,350682.2424000001,425.5416,791673.337224,440991.0948239999,22684.727099999993
Tomato,3.36,Clay,Yes,Zaid,North-East,776.9,18.0,7.15,35.6,1569.13,2836.22,1387.63,4248.76,2713.15,2323.0,1265.89,58.4,8,65.72,1433.93,54915.1008,220.8192,316639.275456,261724.174656,77894.0996
Sugarcane,15.48,Alluvial,Yes,Zaid,North,742.5,14.7,6.55,53.6,2334.51,3232.33,2834.0,4561.43,2498.41,3208.35,950.89,237.73,1,270.4,353.16,303716.3616,4185.7919999999995,1478254.3027199998,1174537.9411199999,75874.544
Tomato,10.09,Laterite,Yes,Kharif,South,587.5,26.7,6.98,47.7,1527.52,3899.36,1066.66,6381.94,2758.03,1707.12,1018.59,60.88,9,82.67,1330.67,185244.52980000002,834.1403,1109965.473001,924720.943201,91647.2689
Rice,2.27,Laterite,Yes,Kharif,North,1214.6,23.1,6.69,26.0,1312.83,3792.41,1302.33,4630.71,2064.33,1901.21,1339.15,22.1,5,20.78,2053.27,37098.5419,47.1706,96853.977862,59755.435962,26323.980600000003
Groundnut,7.15,Alluvial,Yes,Zaid,East,732.2,34.0,5.58,40.8,1564.44,3495.75,857.72,5659.81,1384.19,1225.0,1105.92,8.01,11,9.32,4575.73,109343.73450000002,66.638,304917.49574,195573.76123999996,27352.973599999994
Tomato,10.81,Laterite,Yes,Kharif,West,631.6,26.5,6.42,34.7,962.7,5039.17,1622.47,4857.72,3344.13,2851.04,751.17,56.52,12,86.81,1620.1,210021.00400000002,938.4161,1520327.92361,1310306.91961,121212.481
Wheat,12.8,Clay,Yes,Rabi,South,50.0,23.5,6.6,38.7,1733.41,3396.08,2001.7,4128.85,1996.69,3103.68,930.47,13.7,12,13.76,1870.07,221323.26400000002,176.12800000000001,329371.68896,108048.42495999997,8441.283199999998
Groundnut,11.24,Clay,No,Kharif,South,807.0,20.2,6.81,55.5,1184.02,3185.98,1642.08,4169.65,0.0,1743.51,929.37,10.23,6,8.3,5601.7,144485.8164,93.29200000000002,522593.79640000005,378107.98000000004,33639.5
Wheat,0.59,Alluvial,Yes,Rabi,South,794.6,17.0,6.15,59.2,1295.57,3075.03,1687.49,4939.24,2451.63,1894.38,925.6,11.9,4,16.4,1913.92,9598.6746,9.675999999999998,18519.08992,8920.415319999998,15119.347999999998
Wheat,13.42,Clay,Yes,Rabi,West,789.5,17.6,7.37,35.3,1017.81,3029.79,1596.74,6652.83,2828.04,614.97,1010.62,15.22,13,16.33,2748.18,224795.73599999998,219.1486,602259.799548,377464.063548,28126.9794
Potato,0.51,Loamy,Yes,Rabi,West,653.2,17.8,5.54,22.6,1979.13,1986.33,1555.29,5467.6,2906.19,2619.19,1458.99,46.12,11,89.18,1096.66,9166.0872,45.48180000000001,49878.07078800001,40711.98358800001,79827.41880000001
Maize,7.82,Loamy,No,Rabi,East,912.3,29.0,5.96,22.5,1195.1,2562.18,2077.33,4225.76,0.0,2031.43,595.95,14.52,6,19.18,1673.12,99218.205,149.98760000000001,250947.25331200002,151729.048312,19402.6916
Sugarcane,13.07,Laterite,No,Rabi,South,1547.2,26.3,6.86,23.9,2488.57,3896.97,1913.46,4303.39,247.66,2854.03,867.0,286.39,0,245.31,334.04,216584.0156,3206.2017,1070999.615868,854415.600268,65372.2724
Maize,1.6,Alluvial,Yes,Rabi,South,1076.0,10.2,4.13,31.8,1674.25,2823.26,1211.39,3974.17,1491.86,2004.14,906.63,19.37,7,12.72,1861.14,22537.12,20.352000000000004,37877.92128000001,15340.80128000001,9588.000800000005
Potato,19.9,Laterite,No,Rabi,West,499.2,13.5,5.74,20.6,775.56,3058.23,1194.76,4644.43,922.26,2102.15,1161.47,75.34,6,58.57,1293.39,275791.31399999995,1165.543,1507501.66077,1231710.34677,61894.9923
Potato,14.72,Loamy,Yes,Kharif,Central,246.6,19.9,5.55,47.9,1217.53,3254.7,2255.17,5015.09,3444.82,1797.81,281.08,61.33,0,63.15,1325.18,254158.464,929.568,1231844.92224,977686.45824,66418.91699999999
Groundnut,18.41,Alluvial,No,Rabi,South,448.3,15.8,7.0,33.7,2116.01,3112.65,1934.3,5139.78,1258.06,927.25,911.46,8.0,4,7.37,6345.26,283504.9791,135.6817,860935.6637420001,577430.6846420001,31365.056200000006
Maize,19.4,Red,Yes,Zaid,North,684.1,14.3,4.75,57.9,2055.32,4072.32,1545.51,4942.36,2350.17,2725.44,588.89,17.08,5,21.31,1818.69,354632.19399999996,413.41399999999993,751871.9076599999,397239.71365999995,20476.2739
Groundnut,0.71,Alluvial,No,Zaid,Central,840.7,22.0,5.59,34.4,1283.77,3866.56,1817.3,4524.5,369.74,1910.51,1092.47,11.06,3,8.94,5743.89,10554.0435,6.3473999999999995,36458.767386,25904.723886,36485.526600000005
Sugarcane,10.33,Alluvial,No,Kharif,Central,1263.8,24.4,6.04,28.0,3093.94,2167.36,1943.25,3468.0,505.42,2107.63,700.02,222.31,4,265.79,393.15,144471.4546,2745.6107,1079436.846705,934965.3921049999,90509.71849999999
Tomato,18.66,Red,Yes,Rabi,South,689.1,25.5,5.69,28.9,1541.31,4109.91,2313.9,3787.19,2773.63,1960.4,734.37,69.92,14,100.27,1441.59,321338.4486,1871.0382,2697269.9587379997,2375931.5101379994,127327.51929999997
Wheat,18.58,Loamy,Yes,Zaid,North-East,722.7,16.5,7.11,43.2,1631.22,4125.18,880.97,4023.52,2054.7,2168.39,941.74,10.93,0,19.04,2460.33,294041.87759999995,353.7631999999999,870374.2138559998,576332.3362559997,31018.96319999999
Groundnut,2.97,Laterite,Yes,Rabi,North,307.8,24.6,6.34,45.2,1681.89,4029.63,2006.39,3935.05,2615.48,1635.92,1263.07,10.5,6,11.92,6090.88,50987.267100000005,35.4024,215631.770112,164644.503012,55435.859599999996
Potato,8.23,Red,No,Zaid,East,473.7,18.7,5.75,49.9,1370.15,4286.29,1742.96,3814.49,911.93,1990.45,791.66,73.9,22,68.63,1123.41,122692.2639,564.8249,634529.940909,511837.677009,62191.6983
Sugarcane,14.38,Red,Yes,Rabi,West,1319.7,30.9,5.75,42.4,2226.0,4337.88,2888.79,4410.07,2648.37,1678.03,995.73,301.18,1,293.29,361.62,275878.4306,4217.510200000001,1525136.0385240002,1249257.6079240001,86874.65980000001
Wheat,8.01,Red,Yes,Zaid,East,818.6,17.3,6.36,42.8,1168.77,3293.34,1037.52,5447.0,3025.84,2517.99,1246.18,11.67,11,15.73,2684.26,142070.4864,125.9973,338209.512498,196139.026098,24486.769800000002
Cotton,12.57,Loamy,No,Kharif,Central,841.1,38.6,6.81,41.8,1453.57,3570.06,1706.26,5561.43,1059.95,1660.72,935.17,5.87,11,5.84,7403.18,200455.80120000002,73.4088,543458.559984,343002.75878400006,27287.411200000006
Wheat,7.55,Black,Yes,Rabi,South,746.3,8.8,7.64,39.5,1585.61,4269.91,2166.22,3849.01,1780.07,1162.01,634.68,13.33,8,14.92,2126.29,116628.70049999999,112.646,239518.06334,122889.36284,16276.7368
Cotton,4.88,Alluvial,No,Kharif,North-East,882.0,32.5,6.51,34.4,1326.45,2755.85,1932.34,4207.96,548.06,1690.19,935.25,5.72,8,6.02,5727.94,65372.968,29.377599999999997,168273.13014399997,102900.16214399997,21086.098799999996
Groundnut,18.74,Sandy,Yes,Rabi,North,577.9,31.0,6.43,10.0,1163.29,3365.75,1289.49,4139.17,2165.84,2966.74,1234.5,9.29,3,11.38,6432.59,305926.3772,213.2612,1371821.862508,1065895.4853080001,56878.094200000014
Sugarcane,0.72,Red,Yes,Rabi,North-East,1934.5,26.5,7.99,50.0,2846.86,2908.33,1761.41,4817.51,1964.14,1607.54,885.39,323.15,5,274.42,393.02,12089.6496,197.5824,77653.834848,65564.185248,91061.36839999999
Rice,15.66,Laterite,No,Zaid,Central,1555.9,22.7,6.68,44.9,1827.06,2774.62,3067.18,2294.59,853.27,2691.26,298.55,15.23,11,12.78,2238.88,216210.2598,200.13479999999998,448077.801024,231867.541224,14806.356399999999
Potato,16.98,Clay,Yes,Rabi,North,471.4,20.1,7.59,71.6,2037.1,4484.71,2230.01,4940.3,2695.43,2368.13,883.55,52.59,17,71.83,1124.83,333474.1254,1219.6734,1371925.2305219998,1038451.1051219997,61157.30889999998
Rice,0.58,Black,No,Zaid,East,1743.3,24.0,7.0,20.2,1546.67,3182.35,1725.29,4075.01,556.56,1875.84,607.11,17.26,14,13.87,1852.65,7869.921399999999,8.044599999999999,14903.828189999998,7033.906789999999,12127.4255
Rice,6.11,Loamy,No,Rabi,Central,1549.1,30.9,5.34,36.2,1103.58,3260.45,1195.05,5316.75,52.11,2338.41,1037.18,18.01,8,14.1,2068.23,87394.56830000001,86.151,178180.08273,90785.51442999998,14858.512999999995
Maize,9.89,Loamy,No,Kharif,West,347.1,18.5,4.0,35.8,1422.59,3246.67,1722.27,2890.3,929.38,1731.39,1149.45,24.71,4,11.8,1763.51,129480.37450000002,116.70200000000001,205805.14402,76324.76951999999,7717.367999999999
Maize,19.0,Loamy,No,Zaid,North,761.8,30.0,5.96,28.3,887.29,4303.75,2243.91,5039.92,265.86,1601.66,1275.48,22.42,4,22.64,2239.48,296739.52999999997,430.16,963334.7168,666595.1868,35083.957200000004
Tomato,18.05,Sandy,Yes,Zaid,Central,362.1,17.2,6.55,51.4,2396.58,3695.99,2583.28,4174.65,2810.37,1601.51,1152.93,68.56,7,84.86,1617.36,332396.3455,1531.723,2477347.5112799997,2144951.16578,118833.8596
Groundnut,8.44,Alluvial,No,Zaid,East,704.2,32.1,6.03,44.8,1101.06,3098.3,1392.22,4636.8,1287.46,1469.63,1086.2,11.13,11,7.84,5079.67,118764.89480000001,66.16959999999999,336119.73203199997,217354.83723199996,25752.942799999997
Wheat,15.27,Clay,Yes,Kharif,East,583.4,18.7,6.03,24.6,1557.24,3526.98,1805.92,3880.17,2324.28,2922.43,970.11,12.68,4,16.06,1974.59,259393.4751,245.23619999999997,484240.9481579999,224847.4730579999,14724.785399999993
Sugarcane,14.98,Loamy,Yes,Kharif,Central,1929.7,26.7,6.48,48.4,2768.17,2700.92,2034.87,4833.65,2965.68,1455.6,1526.85,298.0,0,345.98,301.83,273920.38519999996,5182.780400000001,1564318.608132,1290398.2229320002,86141.40340000001
Potato,12.07,Alluvial,Yes,Rabi,South,50.0,7.7,5.29,51.0,1408.56,3242.86,2712.52,5322.33,1637.53,1708.97,1334.25,55.27,16,55.64,1428.61,209619.9314,671.5748,959418.475028,749798.543628,62120.840399999994
Potato,6.94,Black,No,Zaid,South,514.2,18.2,4.95,38.0,1099.53,4004.08,1254.11,4193.93,561.55,2977.19,497.69,69.5,7,57.67,1187.12,101241.2752,400.2298,475120.800176,373879.52497599996,53873.13039999999
Maize,9.57,Loamy,No,Rabi,North-East,1261.3,22.4,5.21,47.5,1538.97,3913.85,2180.12,4937.62,0.0,1486.33,1322.21,17.59,10,13.89,1528.86,147177.987,132.9273,203227.231878,56049.244878,5856.765399999999
Sugarcane,14.01,Laterite,Yes,Rabi,North-East,1375.2,19.2,7.07,42.7,2679.89,3585.96,1224.12,2929.67,2290.45,1662.69,993.22,273.17,19,296.27,314.1,215277.66,4150.7427,1303748.28207,1088470.62207,77692.407
Rice,5.76,Red,Yes,Zaid,North-East,1485.9,30.5,5.63,37.8,927.4,3622.45,1240.28,6070.3,1565.45,3091.81,1086.44,19.14,1,18.97,2291.32,101399.78880000001,109.26719999999999,250366.120704,148966.331904,25862.2104
Wheat,13.83,Sandy,No,Rabi,West,949.6,11.5,6.54,38.5,1558.55,3834.39,1745.53,4388.73,0.0,2671.35,930.39,15.17,10,9.93,2422.57,209233.24019999997,137.3319,332696.140983,123462.90078300002,8927.180100000001
Tomato,10.83,Loamy,Yes,Rabi,Central,666.7,16.0,6.12,60.7,1254.54,2485.99,1409.08,4300.97,1629.58,1601.01,878.71,70.41,17,80.2,1630.77,146853.50040000002,868.566,1416431.37582,1269577.87542,117227.874
Cotton,7.49,Black,Yes,Rabi,West,624.8,18.2,8.5,40.7,1088.29,3857.11,1414.77,2824.02,2376.7,2200.75,723.7,5.29,5,5.85,6011.02,108495.19660000001,43.8165,263381.85783,154886.66122999997,20679.126999999997
Tomato,5.5,Alluvial,Yes,Rabi,North-East,402.6,19.0,6.42,24.0,979.56,3647.61,1305.28,5971.89,2024.63,1662.17,820.21,90.34,5,98.11,1277.03,90262.42500000002,539.605,689091.77315,598829.34815,108878.0633
Maize,7.97,Laterite,No,Rabi,Central,928.2,19.4,6.5,26.3,1414.68,2687.06,2524.1,5109.86,0.0,2703.5,704.17,15.71,13,18.8,1593.67,120692.65890000001,149.836,238789.13812000002,118096.47922000001,14817.626000000002
